"data_id" "activity_type" "subject_id" "direction" "mean of means of acceleration on body over time" "mean of means of gravitational acceleration signal over time" "mean of means of jerk on body over time" "mean of means of gyroscopic acceleration on body over time" "mean of means of gyroscopic jerk on body over time" "mean of standard deviations of acceleration on body over time" "mean of standard deviations of gravitational acceleration signal over time" "mean of standard deviations of jerk on body over time" "mean of standard deviations of gyroscopic acceleration on body over time" "mean of standard deviations of gyroscopic jerk on body over time" "mean of means of body acceleration frequency signal" "mean of means of jerk frequency signals" "mean of means of gyroscopic frequency signal of body" "mean of standard deviations of acceleration frequency signal" "mean of standard deviations of jerk frequency signal" "mean of standard deviations of gyroscopic frequency signal of body"
"walking-17-X" "walking" "17" "X" 0.272341855245902 0.93171643 -0.072536778 0.33068459 -0.20257775 -0.31950017295082 -0.9727902 -0.52536623 -0.58118689 -0.58485547 -0.360991674918033 -0.55594371 -0.51231758 -0.304806274098361 -0.53512982 -0.60380403
"walking-17-Y" "walking" "17" "Y" -0.0184875403339344 -0.069055546 -0.023962885 -0.073321305 -0.094125518 -0.0175797885542623 -0.91821252 -0.11194997 -0.59829122 -0.62475697 -0.0650267622126229 -0.14332215 -0.59831385 -0.0556137930852459 -0.13769019 -0.6010637
"walking-17-Z" "walking" "17" "Z" -0.109792122032787 -0.25459076 -0.060075365 -0.28217955 -0.023509852 -0.265824489180328 -0.96314174 -0.65960701 -0.51063149 -0.6340674 -0.382832802295082 -0.64780028 -0.52782448 -0.262391594918033 -0.66910801 -0.54972396
"walking-18-X" "walking" "18" "X" 0.273887758571429 0.94844862 -0.21802939 -0.051575194 -0.18014736 -0.37600552125 -0.96095562 -0.51901103 -0.6522306 -0.48861129 -0.37147515625 -0.55387379 -0.53236979 -0.378068199285714 -0.52493309 -0.69059664
"walking-18-Y" "walking" "18" "Y" -0.0178023631866071 -0.24618108 0.11780758 -0.00079419047 -0.092215713 -0.227005874892857 -0.93057978 -0.34268499 -0.5264908 -0.8063221 -0.24360627125 -0.3952615 -0.65345965 -0.267273644642857 -0.32825212 -0.46596043
"walking-18-Z" "walking" "18" "Z" -0.104218315464286 0.073539133 0.10509796 0.012080561 0.020605519 -0.428348061071429 -0.92602934 -0.74413546 -0.62422194 -0.73486718 -0.48977105125 -0.71267119 -0.62136967 -0.439861578035714 -0.77458272 -0.65937234
"walking-19-X" "walking" "19" "X" 0.273931172307692 0.9432654 -0.19963577 0.29717125 0.24561388 -0.0489049407963462 -0.98418328 -0.094241253 -0.071401679 -0.064808059 -0.0299815666923077 -0.14087886 0.17466193 -0.0578820787019231 -0.12525082 -0.14949623
"walking-19-Y" "walking" "19" "Y" -0.0191773587903846 -0.24456923 -0.3773201 -0.3520123 -0.27904802 0.181801561185577 -0.92195464 0.077244151 -0.28026055 -0.52727482 0.169258575663077 0.035642591 -0.28487007 0.112615077990385 0.050256523 -0.2824708
"walking-19-Z" "walking" "19" "Z" -0.122736673192308 0.028780554 -0.22335175 0.032401579 -0.13996396 -0.13947794235 -0.80455635 -0.40806344 -0.29337743 -0.42043622 -0.104423357596154 -0.3634942 -0.23394206 -0.233872331063462 -0.44977615 -0.37854138
"walking-2-X" "walking" "2" "X" 0.276426586440678 0.91990897 -0.076950116 -0.27833413 -0.056789178 -0.423642838474576 -0.95363666 -0.36921663 -0.61468318 -0.54265928 -0.346048161016949 -0.35101722 -0.51254549 -0.457651383728814 -0.44959647 -0.64706719
"walking-2-Y" "walking" "2" "Y" -0.0185949199145763 -0.34745672 0.19753131 0.23435168 -0.19603468 -0.0780912533118644 -0.94686234 -0.1930675 -0.54311034 -0.73899614 -0.0219048103322034 -0.20385785 -0.56839968 -0.16921968620339 -0.23815316 -0.53129687
"walking-2-Z" "walking" "2" "Z" -0.105500357966102 0.019693368 0.17866917 0.081746263 0.11923738 -0.425257524915254 -0.97638778 -0.67787086 -0.49999531 -0.56307338 -0.453806369830508 -0.64843474 -0.43328633 -0.455222146440678 -0.70533045 -0.56957739
"walking-20-X" "walking" "20" "X" 0.272589336470588 0.92280966 0.28328365 -0.35433285 0.074853476 -0.208342792019608 -0.95775964 -0.31404041 -0.33630441 -0.45270493 -0.147404272166667 -0.34361747 -0.23879538 -0.234985644352941 -0.34365044 -0.36896946
"walking-20-Y" "walking" "20" "Y" -0.021199992245098 -0.31019818 0.085236569 0.23454253 -0.014354674 0.489771808627451 -0.96600703 -0.15978508 -0.21837296 -0.32629492 0.403465950921569 -0.23315993 -0.19529125 0.438436341294118 -0.13474327 -0.23853213
"walking-20-Z" "walking" "20" "Z" -0.113539477098039 -0.052477949 0.34279305 0.11841106 -0.14953901 -0.228734217372549 -0.83459875 -0.47455849 -0.26310884 -0.50400785 -0.272213861705882 -0.43591321 -0.29253573 -0.26649772672549 -0.51049173 -0.32098328
"walking-21-X" "walking" "21" "X" 0.279183526730769 0.86774788 -0.058536768 -0.095111938 -0.054776281 -0.297814843538462 -0.96421525 -0.18943434 -0.48035886 -0.26839255 -0.273496158519231 -0.21864271 -0.28336535 -0.308547185288462 -0.23068818 -0.5440236
"walking-21-Y" "walking" "21" "Y" -0.0181610317526923 -0.35575947 0.058474701 0.040008394 -0.014315709 0.0540880509209615 -0.89282083 -0.062011969 -0.44860629 -0.4819639 0.0338465813711538 -0.10871647 -0.41974892 -0.00256294245192308 -0.073235101 -0.47111735
"walking-21-Z" "walking" "21" "Z" -0.104319332403846 -0.2452895 -0.34597446 0.16182001 -0.20315729 -0.16868872575 -0.96339758 -0.53698557 -0.45482073 -0.57875392 -0.300309066730769 -0.44762142 -0.44515032 -0.164961027194231 -0.63348581 -0.50775412
"walking-22-X" "walking" "22" "X" 0.27886459 0.94403653 0.013297283 0.22289326 0.017018097 -0.00865921919565217 -0.98353526 0.17336532 -0.30389807 -0.21580658 -0.0994928588891304 0.14288065 -0.11043242 0.0243958191369565 0.10055158 -0.36530727
"walking-22-Y" "walking" "22" "Y" -0.0167213607957174 -0.24442648 0.18947378 -0.27468683 -0.044953786 0.100384246321739 -0.97789037 0.19717376 -0.54649687 -0.73763969 0.145367520371739 0.13807653 -0.58425721 0.00386841059347826 0.18220737 -0.52777109
"walking-22-Z" "walking" "22" "Z" -0.107112510934783 0.11472903 -0.3049167 0.022472648 0.058139455 -0.213351968804348 -0.86403363 -0.22707611 -0.16678093 -0.22360773 -0.25521651373913 -0.13925807 -0.12024062 -0.253643608304348 -0.31405066 -0.25874308
"walking-23-X" "walking" "23" "X" 0.273211884237288 0.95104748 0.015949574 -0.46301806 0.15257871 -0.313521773389831 -0.94584079 -0.32313405 -0.470168 -0.33540519 -0.275404187920339 -0.37432834 -0.22611363 -0.329807279830508 -0.32939327 -0.55128859
"walking-23-Y" "walking" "23" "Y" -0.0183618711932203 -0.16661774 0.024222834 0.18130361 0.06532978 -0.119020586510678 -0.96351128 -0.25643117 0.089153382 0.064542054 -0.0724367317966102 -0.33310018 0.026171845 -0.202524061966102 -0.22191586 0.11861612
"walking-23-Z" "walking" "23" "Z" -0.113382994084746 -0.13993602 0.43488826 0.33642746 -0.25386221 0.164220685383051 -0.8601319 -0.19030063 -0.25500649 -0.3097518 0.0814081078542373 -0.17427423 -0.20477704 0.1161434407 -0.20383833 -0.34028345
"walking-24-X" "walking" "24" "X" 0.276980816034483 0.96629385 -0.018061421 -0.047080624 -0.1723299 -0.47076236637931 -0.98013551 -0.55983528 -0.6538693 -0.61266278 -0.492419802586207 -0.61949196 -0.6071243 -0.462733639137931 -0.53875784 -0.66972381
"walking-24-Y" "walking" "24" "Y" -0.0225446400534483 -0.074300844 0.039121103 -0.038943336 -0.025488169 -0.154127498163793 -0.89423647 -0.49020736 -0.55770888 -0.62079542 -0.203193741396552 -0.56150178 -0.57758464 -0.182766476862069 -0.44776454 -0.54891648
"walking-24-Z" "walking" "24" "Z" -0.110595952913793 -0.13491645 0.055143234 0.055634881 -0.070513401 -0.288840016206897 -0.96444117 -0.53309227 -0.48359245 -0.64085753 -0.344493013448276 -0.58125769 -0.54164772 -0.314646918448276 -0.49215005 -0.51298615
"walking-25-X" "walking" "25" "X" 0.278992759054054 0.89500003 0.014535696 0.31442515 -0.20436726 -0.596007443513514 -0.92093826 -0.53498294 -0.34418964 -0.43309005 -0.609038908918919 -0.55367836 -0.30349235 -0.591449956486486 -0.55636135 -0.36185247
"walking-25-Y" "walking" "25" "Y" -0.0186477624716216 -0.11163898 -0.27985615 -0.18666587 0.044299647 -0.161852411581081 -0.93482125 -0.36673447 -0.55861151 -0.77483654 -0.251880271094595 -0.4237295 -0.6444361 -0.170313804039189 -0.34600213 -0.51603033
"walking-25-Z" "walking" "25" "Z" -0.108737636297297 0.3355231 0.090058213 0.17752518 -0.036242667 -0.437133403243243 -0.76488656 -0.60962157 -0.42522299 -0.59843885 -0.533563220540541 -0.56362786 -0.45042693 -0.430624587162162 -0.65455792 -0.4696155
"walking-26-X" "walking" "26" "X" 0.279264443728814 0.95886814 0.22706557 -0.0061509327 -0.13256941 -0.340185527559322 -0.98934327 -0.47885455 -0.58287782 -0.49056188 -0.321959549661017 -0.51163165 -0.46196036 -0.34799792561017 -0.49040651 -0.62125642
"walking-26-Y" "walking" "26" "Y" -0.0154259586949153 -0.15268072 -0.31562446 -0.11511321 0.070734754 -0.136351391645763 -0.94303548 -0.28618196 -0.63881084 -0.6586513 -0.146702156576271 -0.34739635 -0.62859165 -0.185725832305085 -0.26608214 -0.64778545
"walking-26-Z" "walking" "26" "Z" -0.108927011474576 0.11759553 -0.32213094 -0.01539881 -0.1906781 -0.333486502542373 -0.9206219 -0.51095828 -0.49605408 -0.574239 -0.33953964559322 -0.44673247 -0.43034512 -0.384445322372881 -0.57527259 -0.56559139
"walking-27-X" "walking" "27" "X" 0.276849485438596 0.9721845 0.4712904 -0.47705279 0.0075114624 -0.348475560526316 -0.9765741 -0.40120993 -0.60869481 -0.61733208 -0.308702374385965 -0.38407251 -0.53559066 -0.365256349298246 -0.4773205 -0.63231664
"walking-27-Y" "walking" "27" "Y" -0.0166478783221912 -0.18204011 0.30115094 0.16460155 -0.098141536 -0.187301214964912 -0.938959 -0.33119809 -0.67402805 -0.75874996 -0.13678354122807 -0.36059191 -0.66812217 -0.267741550175439 -0.34372139 -0.67998602
"walking-27-Z" "walking" "27" "Z" -0.112822289263158 -0.008719726 0.017788855 0.058491041 -0.015061283 -0.297318273508772 -0.88718383 -0.38792058 -0.39019276 -0.53718493 -0.312372595438596 -0.33438314 -0.39009173 -0.345515217192982 -0.43891371 -0.44587005
"walking-28-X" "walking" "28" "X" 0.281228223888889 0.94221398 0.023418046 -0.65976339 -0.22324661 -0.293003522222222 -0.94988002 -0.44313494 -0.60030732 -0.50776281 -0.280062182962963 -0.5169104 -0.47587519 -0.298832423148148 -0.41810492 -0.6398932
"walking-28-Y" "walking" "28" "Y" -0.0156759722981481 -0.25336988 0.22481753 0.39547922 -0.11476938 -0.117886186425926 -0.96794252 -0.37651208 -0.58019803 -0.76745891 -0.127912276044444 -0.47579037 -0.63918724 -0.168789019540741 -0.31330934 -0.55040743
"walking-28-Z" "walking" "28" "Z" -0.103714705396296 -0.10152184 0.019992836 0.29332165 0.15229259 -0.300928395925926 -0.82193907 -0.62868826 -0.42080028 -0.63325414 -0.356337638518519 -0.59219602 -0.42611208 -0.326046195925926 -0.66333986 -0.47189335
"walking-29-X" "walking" "29" "X" 0.271999916792453 0.97137336 -0.40514018 0.30252016 -0.29690663 -0.174337940226415 -0.93454353 -0.20457131 -0.5509704 -0.30005902 -0.135819505761321 -0.19178631 -0.31196304 -0.190355976849057 -0.29319298 -0.63292832
"walking-29-Y" "walking" "29" "Y" -0.0162915600588679 -0.12125483 -0.13796811 -0.11781809 0.21577345 -0.0917540612869811 -0.92478058 -0.031210212 -0.18538248 -0.60323369 -0.0349642325433962 -0.0015229253 -0.34698779 -0.182068539584906 -0.14187134 -0.10551821
"walking-29-Z" "walking" "29" "Z" -0.106632427301887 0.091272481 0.015255632 0.074552195 0.14108016 -0.242828038264151 -0.80651449 -0.43828565 -0.35811342 -0.46511765 -0.279734839433962 -0.3971054 -0.32225265 -0.283348100981132 -0.47663594 -0.42890613
"walking-3-X" "walking" "3" "X" 0.275567462068966 0.94613051 0.14887199 0.066472613 -0.052285122 -0.360356726034483 -0.97816149 -0.61036519 -0.56158128 -0.53036689 -0.316614011689655 -0.6067974 -0.46080163 -0.379276781206897 -0.65046645 -0.59366141
"walking-3-Y" "walking" "3" "Y" -0.0171767844203448 -0.25669097 -0.44374565 -0.18039075 0.14460449 -0.0699140652103448 -0.95605074 -0.40956639 -0.74019888 -0.79511844 -0.0813024353275862 -0.46466821 -0.70940076 -0.124030832001724 -0.38814366 -0.76298612
"walking-3-Z" "walking" "3" "Z" -0.112674859827586 -0.091242197 -0.29471117 0.021533809 -0.27914086 -0.387411994310345 -0.92261833 -0.6635388 -0.57310879 -0.66577864 -0.412374074482759 -0.64716747 -0.4925123 -0.422998473965517 -0.67749329 -0.6421096
"walking-30-X" "walking" "30" "X" 0.276406758 0.96454704 0.01813843 0.28321983 -0.19082104 -0.346394275230769 -0.98151994 -0.46850749 -0.46882388 -0.56769262 -0.351402910907692 -0.50550236 -0.45223113 -0.344928112461538 -0.47662427 -0.47909203
"walking-30-Y" "walking" "30" "Y" -0.0175880385730769 -0.17170283 0.013588266 -0.17074534 -0.30517371 -0.173550021692308 -0.92467484 -0.28437761 -0.040475152 -0.55288889 -0.193856663907692 -0.34030205 -0.20468643 -0.215634315369231 -0.27010376 0.04155389
"walking-30-Z" "walking" "30" "Z" -0.0986247068969231 -0.064072595 0.017867307 0.023959555 -0.0226401 -0.120476783907692 -0.88649507 -0.57166558 -0.32544117 -0.52608373 -0.309558882615385 -0.50671189 -0.36255498 -0.0931447617846154 -0.63820969 -0.37526996
"walking-4-X" "walking" "4" "X" 0.278582015166667 0.96523758 0.33479577 -0.25204365 -0.071427697 -0.440829971333333 -0.98269842 -0.37619401 -0.61952018 -0.6508779 -0.426719449666667 -0.41303473 -0.56534124 -0.447234929666667 -0.39255595 -0.63772926
"walking-4-Y" "walking" "4" "Y" -0.0148399475341667 -0.13681314 -0.062923819 0.027198839 -0.027049695 -0.0788267367683333 -0.87310778 -0.4952134 -0.68632273 -0.80662628 -0.14939963344 -0.53021132 -0.74251605 -0.101799450565167 -0.48998489 -0.65820456
"walking-4-Z" "walking" "4" "Z" -0.11140306485 0.14805695 0.079446864 -0.049660065 0.1399443 -0.586252806833333 -0.92873489 -0.74019255 -0.6549465 -0.6865271 -0.631005470833333 -0.7274779 -0.56522329 -0.594198325666667 -0.75062548 -0.72161373
"walking-5-X" "walking" "5" "X" 0.27784234625 0.97514083 -0.018995068 -0.45350852 0.063410147 -0.294098534232143 -0.96547125 -0.41922363 -0.396196 -0.43785049 -0.287782607410714 -0.46877931 -0.25758953 -0.297517355196429 -0.41891878 -0.44034044
"walking-5-Y" "walking" "5" "Y" -0.0172850317482679 -0.080858614 0.0035810431 0.10062975 -0.14561507 0.0767484028053571 -0.90706378 -0.16653018 -0.54472708 -0.69517559 0.00946037755178572 -0.31150121 -0.5683279 0.0426026830839286 -0.071070509 -0.53387632
"walking-5-Z" "walking" "5" "Z" -0.107741776464286 -0.041520198 0.25299847 0.02209549 0.0056822832 -0.45702143625 -0.85298219 -0.75920042 -0.33891159 -0.25594986 -0.490251090714286 -0.73286974 -0.24545278 -0.483059957321429 -0.78403273 -0.43304183
"walking-6-X" "walking" "6" "X" 0.283658868070175 0.96460134 0.31670811 0.36770441 -0.10555086 -0.296538717368421 -0.97155205 -0.3521489 -0.45799794 -0.41772391 -0.187934323140351 -0.34935159 -0.37749035 -0.34522769 -0.41508062 -0.4849042
"walking-6-Y" "walking" "6" "Y" -0.0168954189082456 -0.19999936 -0.28172749 -0.28226963 0.1292662 0.164213884996491 -0.93864034 -0.22936502 -0.46065988 -0.62073959 0.140781621991228 -0.27935773 -0.47160408 0.101699642168947 -0.22532818 -0.45775014
"walking-6-Z" "walking" "6" "Z" -0.110303165877193 0.04996874 -0.091407242 0.10589867 0.02684842 -0.504324207192982 -0.87893036 -0.74256915 -0.55677316 -0.51536396 -0.498520164385965 -0.72581688 -0.46093372 -0.550474621754386 -0.75709998 -0.63370194
"walking-7-X" "walking" "7" "X" 0.275592961754386 0.92670486 0.2923483 -0.11082189 -0.1207822 -0.327243240701754 -0.97960258 -0.65923165 -0.71509176 -0.6768797 -0.343048405789474 -0.67592818 -0.63385063 -0.322034908070175 -0.67167483 -0.74084839
"walking-7-Y" "walking" "7" "Y" -0.018653665345614 -0.11646761 -0.010364893 -0.072507849 -0.10718516 -0.0772618561052631 -0.96880511 -0.63441484 -0.69231822 -0.70150466 -0.0641564202736842 -0.65095456 -0.65633482 -0.143721823263158 -0.64064739 -0.71893631
"walking-7-Z" "walking" "7" "Z" -0.110912234947368 -0.27603183 0.17894774 0.096167805 0.066607631 0.159631283261403 -0.96792036 -0.59680745 -0.59914496 -0.74896548 0.0385832252345614 -0.56345593 -0.60093941 0.133316828089298 -0.62785449 -0.63505338
"walking-8-X" "walking" "8" "X" 0.27468631 0.95730895 0.40936749 0.18507787 -0.30742877 -0.173605736002083 -0.96166057 -0.25700626 -0.16541077 -0.2297132 -0.247389011875 -0.29859474 -0.065256423 -0.148386858858333 -0.27889002 -0.20041681
"walking-8-Y" "walking" "8" "Y" -0.0186628865310417 -0.25662443 0.26664935 -0.16309798 -0.056825899 0.380782052708333 -0.88729213 0.15041423 -0.27992801 -0.53219706 0.316982393333333 -0.030121103 -0.37462069 0.32484493125 0.26416512 -0.23218503
"walking-8-Z" "walking" "8" "Z" -0.107252090833333 -0.038469542 0.14546042 -0.030612671 -0.11802828 -0.1420885318125 -0.92152929 -0.5822913 -0.37656058 -0.49050246 -0.238634594791667 -0.55043042 -0.35365085 -0.158437341970833 -0.61170557 -0.44116777
"walking-9-X" "walking" "9" "X" 0.278502842115385 0.97504747 0.076654293 -0.026289523 -0.17212475 -0.238353562692308 -0.97852762 -0.25710731 -0.49840222 -0.57466218 -0.294711163653846 -0.37419847 -0.43947324 -0.218019977423077 -0.20745752 -0.51906196
"walking-9-Y" "walking" "9" "Y" -0.0180891971284423 -0.061627819 0.21147911 0.1401474 -0.22135029 -0.201696960826923 -0.88423404 -0.23611524 -0.58927502 -0.67904477 -0.257677616153846 -0.37761655 -0.58375133 -0.223972558596154 -0.1409054 -0.59557588
"walking-9-Z" "walking" "9" "Z" -0.110820512307692 0.02192575 0.22884829 0.12734111 -0.16604088 -0.0579636469030769 -0.73043623 -0.36218428 -0.25741885 -0.40747086 -0.250806259788462 -0.36891131 -0.24717964 -0.0337965256573077 -0.35497379 -0.32861218
"walking_downstairs-1-X" "walking_downstairs" "1" "X" 0.289188320408163 0.93118552 0.23524531 -0.032727859 -0.068313628 0.0300353383483878 -0.93663325 -0.2000019 -0.67804595 -0.45732188 0.0382291831510204 -0.21539579 -0.52783791 0.0243308391387755 -0.25571397 -0.72811282
"walking_downstairs-1-Y" "walking_downstairs" "1" "Y" -0.00991850461020408 -0.25003777 -0.087284312 -0.11106165 0.019193884 -0.0319359434489796 -0.91397002 -0.21783518 -0.33117489 -0.4874311 0.00154990783591837 -0.23152799 -0.34781888 -0.112963739953061 -0.25745173 -0.32579163
"walking_downstairs-1-Z" "walking_downstairs" "1" "Z" -0.107566190908163 -0.026669006 -0.23250059 0.13546298 0.025862246 -0.230434213204082 -0.92432289 -0.59780538 -0.32873594 -0.31433835 -0.225574471693878 -0.57063166 -0.19086405 -0.297927894693878 -0.6224344 -0.44209844
"walking_downstairs-10-X" "walking_downstairs" "10" "X" 0.290401594315789 0.9300291 -0.0162154 -0.34507268 -0.18408922 0.295733547631579 -0.95346223 0.43510293 -0.56202368 -0.43705022 0.215665273157895 0.29752377 -0.37173206 0.324957743157895 0.45023719 -0.62467113
"walking_downstairs-10-Y" "walking_downstairs" "10" "Y" -0.0200050770710526 -0.15847439 0.37797301 -0.026278653 0.086585718 0.00407915363157895 -0.94421143 -0.18219568 -0.27782216 -0.4508594 0.00904660360263158 -0.21776541 -0.26630459 -0.0633337717526316 -0.19789977 -0.29013875
"walking_downstairs-10-Z" "walking_downstairs" "10" "Z" -0.110848597247368 0.064272919 -0.24709063 0.10808617 0.23788973 -0.183557562032895 -0.92070309 -0.10742063 0.126246 -0.14210809 -0.157728357742105 -0.0061853003 0.16397924 -0.268686170263158 -0.20773496 0.010666977
"walking_downstairs-11-X" "walking_downstairs" "11" "X" 0.291605631956522 0.90016396 -0.38041373 -0.63467236 -0.042741274 0.142456557034783 -0.96759828 -0.14089122 -0.49250758 -0.46307196 0.0351937228130435 -0.19244312 -0.39835811 0.179906764395652 -0.16263036 -0.52299385
"walking_downstairs-11-Y" "walking_downstairs" "11" "Y" -0.0178097721219565 -0.20826008 0.20446232 0.15279925 -0.19895159 0.0708122725543478 -0.95722633 -0.15919747 -0.44618907 -0.68618843 0.0247508134326087 -0.1916016 -0.46516833 0.0262777181065217 -0.18030873 -0.43861572
"walking_downstairs-11-Z" "walking_downstairs" "11" "Z" -0.111070149978261 0.20720775 -0.0041009783 -0.11297196 0.145832 -0.324026938043478 -0.91019806 -0.56605132 -0.39974133 -0.52031845 -0.377624755652174 -0.50934037 -0.33348589 -0.348626581521739 -0.62264334 -0.47795352
"walking_downstairs-12-X" "walking_downstairs" "12" "X" 0.281521097391304 0.92486301 0.047530326 -0.37944303 -0.046271725 0.0424084916086956 -0.92391259 0.040557221 -0.4361318 -0.15679508 0.0235049348717391 0.016262154 -0.15754113 0.0483347068913043 -0.027096487 -0.53008942
"walking_downstairs-12-Y" "walking_downstairs" "12" "Y" -0.018084266865793 -0.16382259 -0.030466422 0.055541689 -0.0085705349 0.11083534373913 -0.85055152 -0.072377083 -0.46769453 -0.4331922 0.150510001156522 -0.085134775 -0.40529443 0.016749510173913 -0.12377845 -0.51401999
"walking_downstairs-12-Z" "walking_downstairs" "12" "Z" -0.10955593226087 -0.068036443 -0.14415679 0.20039056 -0.059024148 -0.425017413478261 -0.9065528 -0.38611325 -0.23714976 -0.24783799 -0.402121221521739 -0.3552374 -0.10774737 -0.48739012673913 -0.41394299 -0.35449448
"walking_downstairs-13-X" "walking_downstairs" "13" "X" 0.294907553404255 0.91146096 -0.005830042 -0.090994475 0.020766168 -0.0681563626617021 -0.92358055 -0.3709965 -0.71125806 -0.62132625 -0.0726602663212766 -0.41569771 -0.58328169 -0.0680436217021277 -0.37971074 -0.75351202
"walking_downstairs-13-Y" "walking_downstairs" "13" "Y" -0.0143723839108511 -0.22125476 0.041758082 -0.15245298 -0.018840945 -0.03212524665 -0.92204163 -0.2508919 -0.39868722 -0.43952988 -0.0364535247659574 -0.34443695 -0.34530153 -0.0924444167085106 -0.1996436 -0.43847675
"walking_downstairs-13-Z" "walking_downstairs" "13" "Z" -0.101993941531915 -0.19891691 -0.024588115 0.088582958 0.067240181 -0.158333146191489 -0.8563539 -0.444705 -0.29737736 -0.56402693 -0.151178724793617 -0.40878579 -0.31979635 -0.233315176510213 -0.47772633 -0.35431274
"walking_downstairs-14-X" "walking_downstairs" "14" "X" 0.293422115555556 0.83266344 0.22174088 0.071449893 -0.16434197 0.0178313402266667 -0.90737854 -0.30605455 -0.71353426 -0.680496 0.0212541553977778 -0.34350612 -0.63337791 0.0140826092322222 -0.32794262 -0.73893473
"walking_downstairs-14-Y" "walking_downstairs" "14" "Y" -0.0200141413657778 -0.26115116 0.012706773 0.053320261 -0.083620832 0.378870491755556 -0.95005486 -0.089944338 -0.33094406 -0.6005007 0.3714824704 -0.10299459 -0.3868119 0.29363389996 -0.13964207 -0.30329748
"walking_downstairs-14-Z" "walking_downstairs" "14" "Z" -0.0928330165533333 -0.34112993 -0.10533411 0.011651336 -0.61402355 0.451576075111111 -0.70984196 -0.34538935 0.022618328 -0.22081152 0.280735952206667 -0.26817281 0.17980533 0.427563832371111 -0.42200589 -0.12795693
"walking_downstairs-15-X" "walking_downstairs" "15" "X" 0.280198851190476 0.90425004 -0.017935403 -0.067419194 -0.17668934 0.406471051190476 -0.92587219 0.20505241 -0.58782513 -0.53167304 0.235309825547619 0.11950518 -0.46741084 0.466325681428571 0.18812896 -0.62605067
"walking_downstairs-15-Y" "walking_downstairs" "15" "Y" -0.00563047804309524 -0.20722683 0.022269465 0.046426718 -0.17330435 0.186532377428571 -0.86687741 -0.14057885 -0.47416591 -0.59874906 0.167518099964286 -0.2008874 -0.44219365 0.1199936036 -0.13101891 -0.49864845
"walking_downstairs-15-Z" "walking_downstairs" "15" "Z" -0.110526066428571 0.11223358 0.091014858 0.0046840703 -0.25060817 -0.281982181666667 -0.89951248 -0.51104799 -0.21460954 -0.34991718 -0.259812204547619 -0.44794779 -0.1201256 -0.357407559285714 -0.57409888 -0.31997262
"walking_downstairs-16-X" "walking_downstairs" "16" "X" 0.295586802191489 0.90755631 0.033737672 -0.21152264 -0.039076682 0.207251997929787 -0.9567776 -0.24098066 -0.67689446 -0.68330443 0.0368263528276596 -0.30358522 -0.64285115 0.266115492098298 -0.24282439 -0.68912045
"walking_downstairs-16-Y" "walking_downstairs" "16" "Y" -0.0183898583787234 -0.18960312 -0.080213092 -0.027531669 -0.2858862 -0.146993837655319 -0.95633148 -0.2708667 -0.63129982 -0.69195812 -0.134598352726809 -0.33678288 -0.58054644 -0.208680587882979 -0.24672875 -0.669043
"walking_downstairs-16-Z" "walking_downstairs" "16" "Z" -0.119873705148936 -0.23468464 0.10161645 0.19631559 0.068105763 0.0114353944787234 -0.90941741 -0.33695645 -0.47131665 -0.49982794 -0.04769426376 -0.27522676 -0.40941857 -0.0379716239787234 -0.39639573 -0.54155373
"walking_downstairs-17-X" "walking_downstairs" "17" "X" 0.29391828326087 0.92572784 0.13166257 0.0058475941 0.016994025 0.187719760269565 -0.9555565 -0.13516915 -0.60823592 -0.63479817 -0.0226239171245652 -0.21209162 -0.53732126 0.258941676302174 -0.13177483 -0.63122809
"walking_downstairs-17-Y" "walking_downstairs" "17" "Y" -0.0167359404347826 -0.042252857 -0.011915611 -0.094729089 0.091931907 -0.0607892037384783 -0.97533922 -0.54439242 -0.43201977 -0.55800621 -0.130272514565217 -0.57712509 -0.42586665 -0.0860527358695652 -0.53836755 -0.43984832
"walking_downstairs-17-Z" "walking_downstairs" "17" "Z" -0.0892432745173913 -0.19081148 0.035788066 0.062549476 0.050955336 -0.231064156615217 -0.90556793 -0.51702102 -0.56145186 -0.64167939 -0.3180818605 -0.46744363 -0.52793048 -0.245413541641304 -0.56488548 -0.61301567
"walking_downstairs-18-X" "walking_downstairs" "18" "X" 0.288439468909091 0.93117918 0.07671151 -0.050008356 -0.080844231 -0.302634565090909 -0.95371212 -0.37717594 -0.69307761 -0.65070941 -0.350086793272727 -0.37511991 -0.61213617 -0.285535871636364 -0.43688924 -0.71872814
"walking_downstairs-18-Y" "walking_downstairs" "18" "Y" -0.0168666920221818 -0.19945483 -0.15918616 -0.074447267 0.035441349 -0.254214045818182 -0.9093603 -0.46509081 -0.6212891 -0.83941085 -0.309049613818182 -0.4918897 -0.71808104 -0.273798158 -0.47124272 -0.57474558
"walking_downstairs-18-Z" "walking_downstairs" "18" "Z" -0.1033908092 0.10796791 -0.046130972 0.10024783 0.090654251 -0.418610127454545 -0.92422068 -0.71916596 -0.49335439 -0.68419835 -0.505824358 -0.7116368 -0.49735732 -0.418258649818182 -0.72459401 -0.53823117
"walking_downstairs-19-X" "walking_downstairs" "19" "X" 0.262688053871795 0.92175038 -0.031558719 -0.20368662 -0.52777802 0.626917070512821 -0.96968812 0.4070467 -0.053013624 0.052254156 0.537012022051282 0.25946143 0.26982783 0.658506543333333 0.43404041 -0.15631333
